Scan REF	AF14.CEL	AF14.CEL	AF15.CEL	AF15.CEL	AF16.CEL	AF16.CEL	AF6.CEL	AF6.CEL	AF7.CEL	AF7.CEL	AF8.CEL	AF8.CEL
Composite Element REF	Software Unknown:GC-RMA	Unknown:Detection Call	Software Unknown:GC-RMA	Unknown:Detection Call	Software Unknown:GC-RMA	Unknown:Detection Call	Software Unknown:GC-RMA	Unknown:Detection Call	Software Unknown:GC-RMA	Unknown:Detection Call	Software Unknown:GC-RMA	Unknown:Detection Call
Affymetrix:CompositeSequence:HG-U133A_2:213099_at	7.468821924	P	7.315680691	P	7.406646673	P	7.347756296	P	7.26795468	P	7.324419268	P
Affymetrix:CompositeSequence:HG-U133A_2:213100_at	2.600721721	A	2.600403165	A	2.599923524	A	2.619332467	A	2.615659101	A	2.594717937	A
Affymetrix:CompositeSequence:HG-U133A_2:213101_s_at	12.6129951	P	12.94437924	P	12.94070989	P	12.59699968	P	12.8649137	P	12.85942239	P
Affymetrix:CompositeSequence:HG-U133A_2:213102_at	11.06633197	P	11.63455417	P	11.31968857	P	10.78967587	P	11.72161104	P	11.10800312	P
Affymetrix:CompositeSequence:HG-U133A_2:213103_at	2.451302509	P	2.412325394	M	2.40058558	P	2.384195975	A	2.412652883	P	2.393787026	M
Affymetrix:CompositeSequence:HG-U133A_2:213104_at	8.118599093	P	7.969770288	P	8.131626006	P	8.35426279	P	8.456911709	P	8.267403166	P
Affymetrix:CompositeSequence:HG-U133A_2:213105_s_at	8.23831246	P	8.138615814	P	8.35218442	P	8.602285395	P	8.541790295	P	8.324672693	P
Affymetrix:CompositeSequence:HG-U133A_2:213106_at	2.592165154	M	2.598369407	A	2.559735513	A	2.539982065	A	2.604508095	P	2.568103714	A
Affymetrix:CompositeSequence:HG-U133A_2:213107_at	8.32936365	P	8.5995991	P	8.594965878	P	7.904678377	P	8.401800662	P	8.061597407	P
Affymetrix:CompositeSequence:HG-U133A_2:213108_at	2.023097259	A	2.039508721	A	2.020938462	A	2.008587487	A	2.035792435	A	2.016546462	A
Affymetrix:CompositeSequence:HG-U133A_2:213109_at	6.588047012	P	6.965838832	P	6.709806395	P	6.366373325	P	6.738792913	P	6.48857197	P
Affymetrix:CompositeSequence:HG-U133A_2:213110_s_at	2.46132608	A	2.48337698	A	2.45891261	P	2.429765562	A	2.482413455	A	2.454246935	A
Affymetrix:CompositeSequence:HG-U133A_2:213111_at	7.261790814	P	7.200032184	P	6.929005705	P	6.796890814	P	7.190444985	P	7.10230641	P
Affymetrix:CompositeSequence:HG-U133A_2:213112_s_at	3.674204127	A	3.731079646	A	3.78223255	A	3.712437568	A	3.73271712	A	4.045771986	A
Affymetrix:CompositeSequence:HG-U133A_2:213113_s_at	7.199878942	P	6.382697059	P	6.73111144	P	7.18313084	P	6.55932041	P	6.650772742	P
Affymetrix:CompositeSequence:HG-U133A_2:213114_at	2.560778179	P	2.628889538	P	2.623357294	P	2.716686989	P	2.631614119	P	2.598771877	P
Affymetrix:CompositeSequence:HG-U133A_2:213115_at	6.145485482	P	5.850573336	P	6.054340438	P	6.022533216	P	5.748656676	P	5.940694834	P
Affymetrix:CompositeSequence:HG-U133A_2:213116_at	4.047051906	P	4.357461998	P	4.134203319	P	4.031060181	P	4.062073883	P	3.86140666	P
Affymetrix:CompositeSequence:HG-U133A_2:213117_at	7.885877269	P	7.834787021	P	7.753944083	P	7.575890012	P	7.891630877	P	7.566654601	P
Affymetrix:CompositeSequence:HG-U133A_2:213118_at	6.779981159	P	6.45210433	P	6.490170279	P	6.277247794	P	6.733782228	P	6.479614089	P
Affymetrix:CompositeSequence:HG-U133A_2:213119_at	6.544090324	P	6.849390478	P	6.452638182	P	6.619001703	P	6.571359782	P	6.443481025	P
Affymetrix:CompositeSequence:HG-U133A_2:213120_at	3.106023004	P	3.105132192	P	3.092580414	P	3.066483632	A	3.107934013	A	3.08892183	A
Affymetrix:CompositeSequence:HG-U133A_2:213121_at	2.275236686	A	2.287487121	A	2.272837352	A	2.267102344	A	2.290022476	A	2.270944941	A
Affymetrix:CompositeSequence:HG-U133A_2:213122_at	2.477328987	A	2.496155907	A	2.46802843	A	2.441712182	A	2.500027479	A	2.465210314	A
Affymetrix:CompositeSequence:HG-U133A_2:213123_at	7.192154792	P	7.103947157	P	6.882167765	P	7.139504921	P	6.682114461	P	6.870300711	P
Affymetrix:CompositeSequence:HG-U133A_2:213124_at	7.446158822	P	7.54582281	P	7.614379449	P	7.165910862	P	7.136091407	P	7.094376257	P
Affymetrix:CompositeSequence:HG-U133A_2:213125_at	2.430523333	A	2.446363813	A	2.423701986	A	2.411005692	A	2.445221029	A	2.423671461	A
Affymetrix:CompositeSequence:HG-U133A_2:213126_at	7.738194882	P	7.849968032	P	7.598390779	P	7.411909081	P	7.490872063	P	7.606819283	P
Affymetrix:CompositeSequence:HG-U133A_2:213127_s_at	7.612815275	P	7.574429084	P	7.471535493	P	7.450719497	P	7.323674927	P	7.286861162	P
Affymetrix:CompositeSequence:HG-U133A_2:213128_s_at	8.306924384	P	8.417471553	P	8.035213333	P	7.890291323	P	8.32776208	P	7.873061617	P
Affymetrix:CompositeSequence:HG-U133A_2:213129_s_at	11.60521236	P	11.22608903	P	11.42188331	P	11.50414211	P	11.20394798	P	11.46246368	P
Affymetrix:CompositeSequence:HG-U133A_2:213130_at	5.324817758	P	5.185106867	P	5.185510738	P	5.630013265	P	4.916006587	P	5.154403244	P
Affymetrix:CompositeSequence:HG-U133A_2:213131_at	6.286897477	P	5.399550324	P	5.371832498	P	6.049697313	P	5.316675193	P	5.269388457	P
Affymetrix:CompositeSequence:HG-U133A_2:213132_s_at	8.716092969	P	8.520504446	P	8.716092969	P	8.857992179	P	8.375709988	P	8.65939373	P
Affymetrix:CompositeSequence:HG-U133A_2:213133_s_at	11.04263995	P	10.47569795	P	10.95920207	P	11.05440318	P	10.49622092	P	10.98386137	P
Affymetrix:CompositeSequence:HG-U133A_2:213134_x_at	9.716652424	P	9.942719742	P	10.14965194	P	9.730549299	P	10.08944587	P	10.35679487	P
Affymetrix:CompositeSequence:HG-U133A_2:213135_at	3.927985698	P	5.954801327	P	6.36969855	P	4.423130167	P	5.989388734	P	5.934165173	P
Affymetrix:CompositeSequence:HG-U133A_2:213136_at	9.543509097	P	9.498437875	P	9.609909745	P	9.462411548	P	9.360000557	P	9.447012617	P
Affymetrix:CompositeSequence:HG-U133A_2:213137_s_at	8.458705714	P	8.5059204	P	8.432027743	P	8.404710372	P	8.162886815	P	8.22429667	P
Affymetrix:CompositeSequence:HG-U133A_2:213138_at	3.941451099	A	3.95392398	A	4.02549613	A	3.958218945	A	3.95920972	A	4.150373131	A
Affymetrix:CompositeSequence:HG-U133A_2:213139_at	7.141536139	P	5.958544917	P	4.643415523	P	5.051170495	P	5.107318191	P	4.031037498	P
Affymetrix:CompositeSequence:HG-U133A_2:213140_s_at	7.481775759	P	7.404114232	P	7.471943349	P	7.690872782	P	7.75369203	P	7.823313183	P
Affymetrix:CompositeSequence:HG-U133A_2:213141_at	4.065001713	P	4.070172494	P	4.058954721	P	3.87846305	P	4.07075894	P	4.223769689	P
Affymetrix:CompositeSequence:HG-U133A_2:213142_x_at	6.147691026	P	7.201148393	P	6.903430113	P	5.785162753	P	6.733394622	P	7.029222041	P
Affymetrix:CompositeSequence:HG-U133A_2:213143_at	2.329527528	A	2.347691122	A	2.327242737	A	2.308703612	A	2.345594073	A	2.321249671	A
Affymetrix:CompositeSequence:HG-U133A_2:213144_at	5.904335944	P	5.996873657	P	5.837495295	P	5.888416417	P	5.772350399	A	5.787646998	M
Affymetrix:CompositeSequence:HG-U133A_2:213145_at	8.903298669	P	9.04251731	P	8.393225498	P	8.812740361	P	8.948922579	P	8.526241826	P
Affymetrix:CompositeSequence:HG-U133A_2:213146_at	3.233679277	P	3.35887329	P	3.225433639	P	3.150221213	P	3.249742257	P	3.215294882	P
Affymetrix:CompositeSequence:HG-U133A_2:213147_at	7.669077343	P	8.022365744	P	7.66510333	P	7.850757116	P	7.74954084	P	7.870012926	P
Affymetrix:CompositeSequence:HG-U133A_2:213148_at	2.81779724	A	2.832632431	A	2.819492235	A	2.8083722	A	2.839427571	A	2.815794386	A
Affymetrix:CompositeSequence:HG-U133A_2:213149_at	9.474913106	P	9.074312681	P	9.066576847	P	9.377160012	P	9.323954406	P	9.082275083	P
Affymetrix:CompositeSequence:HG-U133A_2:213150_at	9.215335203	P	9.508412637	P	9.174004608	P	9.16153447	P	9.344955261	P	8.984542392	P
Affymetrix:CompositeSequence:HG-U133A_2:213151_s_at	9.847518238	P	9.840212667	P	9.854729965	P	9.873537245	P	9.849268301	P	9.77387083	P
Affymetrix:CompositeSequence:HG-U133A_2:213152_s_at	9.499823638	P	9.340597627	P	9.14924983	P	9.154821398	P	9.043281457	P	8.857521227	P
Affymetrix:CompositeSequence:HG-U133A_2:213153_at	8.309046627	P	8.716018142	P	8.734721148	P	8.347806377	P	8.536748857	P	8.703061075	P
Affymetrix:CompositeSequence:HG-U133A_2:213154_s_at	8.090115979	P	8.09307039	P	7.641898218	P	8.371331317	P	8.39141486	P	8.137273859	P
Affymetrix:CompositeSequence:HG-U133A_2:213155_at	2.09395485	A	2.106419288	A	2.085821496	A	2.073721592	A	2.105470399	A	2.082742187	A
Affymetrix:CompositeSequence:HG-U133A_2:213156_at	2.883562412	P	3.402378041	P	3.175997396	P	2.761389566	P	3.713198781	P	2.810707945	P
Affymetrix:CompositeSequence:HG-U133A_2:213157_s_at	2.396622191	A	2.416144042	A	2.397016733	A	2.37932605	A	2.41437608	A	2.386953009	A
Affymetrix:CompositeSequence:HG-U133A_2:213158_at	4.824630842	P	5.206356328	P	5.081672744	P	4.818718366	P	5.446319997	P	4.942817105	P
Affymetrix:CompositeSequence:HG-U133A_2:213159_at	4.182934008	P	4.219007628	P	4.538836672	P	4.840400145	P	4.136916859	P	4.086854752	P
Affymetrix:CompositeSequence:HG-U133A_2:213160_at	2.537308255	A	2.554761567	A	2.530948097	A	2.499490507	A	2.559082198	A	2.527339669	A
Affymetrix:CompositeSequence:HG-U133A_2:213161_at	7.159193956	P	7.19686973	P	6.872915864	P	6.69424363	P	6.763649419	P	6.680347113	P
Affymetrix:CompositeSequence:HG-U133A_2:213162_at	2.06745296	A	2.090117426	A	2.063886204	A	2.057617716	A	2.087186688	A	2.082657745	A
Affymetrix:CompositeSequence:HG-U133A_2:213164_at	8.717583257	P	8.922123627	P	8.950267399	P	9.597743305	P	9.460250953	P	9.378004017	P
Affymetrix:CompositeSequence:HG-U133A_2:213165_at	7.457368598	P	7.688570556	P	7.333988037	P	7.259384248	P	7.523693296	P	7.263500224	P
Affymetrix:CompositeSequence:HG-U133A_2:213166_x_at	10.91917208	P	10.56127245	P	10.66376406	P	10.90548362	P	10.57430199	P	10.65990759	P
Affymetrix:CompositeSequence:HG-U133A_2:213167_s_at	3.368845219	P	3.441684221	P	3.322193156	P	3.474439407	P	3.633731965	P	3.424090243	P
Affymetrix:CompositeSequence:HG-U133A_2:213168_at	10.48488597	P	10.48780148	P	10.45141934	P	9.971141117	P	10.50263807	P	10.18346369	P
Affymetrix:CompositeSequence:HG-U133A_2:213169_at	1.91168256	A	1.923660293	A	1.90899035	A	1.891929014	A	1.923867949	A	1.904872463	A
Affymetrix:CompositeSequence:HG-U133A_2:213170_at	2.480456781	P	2.641215616	A	2.471981905	A	2.450962477	A	2.518787979	A	2.475436637	A
Affymetrix:CompositeSequence:HG-U133A_2:213171_s_at	2.49130408	A	2.500412399	A	2.481143662	A	2.474617938	A	2.50110945	A	2.480232387	A
Affymetrix:CompositeSequence:HG-U133A_2:213172_at	3.276256787	P	3.329354424	P	3.272152361	P	3.23509631	P	3.324269935	P	3.291682876	P
Affymetrix:CompositeSequence:HG-U133A_2:213173_at	3.628460602	P	3.590264868	P	3.566695071	P	3.572820057	P	3.582039989	P	3.573463426	P
Affymetrix:CompositeSequence:HG-U133A_2:213174_at	2.336702182	A	2.346886956	A	2.583613434	A	2.32270802	A	2.348401794	A	2.545598731	A
Affymetrix:CompositeSequence:HG-U133A_2:213175_s_at	13.36702481	P	13.20385645	P	13.36625392	P	13.40733786	P	13.10801117	P	13.38607538	P
Affymetrix:CompositeSequence:HG-U133A_2:213176_s_at	2.72409988	A	2.844908253	A	2.717059416	A	2.732408561	A	2.494156849	A	2.741291811	A
Affymetrix:CompositeSequence:HG-U133A_2:213177_at	2.308661241	A	2.319162015	A	2.308432225	A	2.296018412	A	2.321552993	A	2.302795281	A
Affymetrix:CompositeSequence:HG-U133A_2:213178_s_at	4.346240553	M	4.306192886	A	4.324127092	A	4.30173178	A	4.341682855	M	4.444301494	A
Affymetrix:CompositeSequence:HG-U133A_2:213179_at	7.236148651	P	6.868718502	P	7.07250809	P	7.102736991	P	6.947374851	P	7.11372626	P
Affymetrix:CompositeSequence:HG-U133A_2:213180_s_at	4.674426118	P	4.904057993	P	4.826861052	P	4.866147321	P	4.893836166	P	5.064988704	P
Affymetrix:CompositeSequence:HG-U133A_2:213181_s_at	2.462590276	A	2.47360373	A	2.459063293	A	2.447325055	A	2.480297149	A	2.454933545	A
Affymetrix:CompositeSequence:HG-U133A_2:213182_x_at	2.610604355	A	2.792071355	A	2.675470706	A	2.842492147	A	2.860652188	A	2.998317476	P
Affymetrix:CompositeSequence:HG-U133A_2:213183_s_at	2.93922175	P	2.962850912	M	2.886194224	P	2.905867695	P	3.272280915	P	2.910083673	A
Affymetrix:CompositeSequence:HG-U133A_2:213184_at	6.321801261	P	6.331795004	P	6.321103392	P	6.308105733	P	6.035027522	P	6.582322282	P
Affymetrix:CompositeSequence:HG-U133A_2:213185_at	2.993406088	A	3.005917933	P	3.067485533	A	2.980881985	A	3.005164933	M	2.981086271	A
Affymetrix:CompositeSequence:HG-U133A_2:213186_at	6.053297463	P	6.179155426	P	6.260785427	P	6.272207346	P	5.92992447	P	6.142306007	P
Affymetrix:CompositeSequence:HG-U133A_2:213187_x_at	14.24764105	P	14.01124083	P	14.21158739	P	14.26059868	P	14.06856025	P	14.17421945	P
Affymetrix:CompositeSequence:HG-U133A_2:213188_s_at	9.906019935	P	9.621956414	P	9.795860379	P	9.813769239	P	9.544561098	P	9.595078404	P
Affymetrix:CompositeSequence:HG-U133A_2:213189_at	9.015988243	P	8.670805361	P	8.812231783	P	8.856055848	P	8.344019177	P	8.712743176	P
Affymetrix:CompositeSequence:HG-U133A_2:213190_at	5.509545806	P	4.876644271	P	5.24481163	P	5.639125132	P	4.6514692	P	5.253732863	P
Affymetrix:CompositeSequence:HG-U133A_2:213191_at	3.097483403	P	3.112277531	P	3.323938812	P	3.060387262	M	3.140902898	P	3.098577786	P
Affymetrix:CompositeSequence:HG-U133A_2:213192_at	2.689235471	A	2.703911935	A	2.74677401	A	2.680836172	A	2.704000541	A	2.677568955	A
Affymetrix:CompositeSequence:HG-U133A_2:213193_x_at	7.008025154	P	7.03547424	P	7.047747283	P	7.024676934	P	6.900474368	P	7.184292423	P
Affymetrix:CompositeSequence:HG-U133A_2:213194_at	10.54914205	P	10.47638081	P	10.52792337	P	10.34554876	P	10.49142831	P	10.30036485	P
Affymetrix:CompositeSequence:HG-U133A_2:213195_at	2.635502545	A	2.645959908	A	2.634886838	A	2.622758394	A	2.652605535	A	2.60999497	A
Affymetrix:CompositeSequence:HG-U133A_2:213196_at	6.565378345	P	6.331146717	P	6.571997159	P	6.495604844	P	6.309321476	P	6.405152923	P
Affymetrix:CompositeSequence:HG-U133A_2:213197_at	2.109951563	A	2.12236095	A	2.105148287	A	2.082949223	A	2.128538418	A	2.103830942	A
Affymetrix:CompositeSequence:HG-U133A_2:213198_at	8.382885235	P	8.170593854	P	8.522672296	P	8.323057572	P	8.305086361	P	8.353389021	P
Affymetrix:CompositeSequence:HG-U133A_2:213199_at	5.018662852	P	4.496517185	P	4.481432127	P	4.472379136	P	4.498521358	P	4.165445046	P
Affymetrix:CompositeSequence:HG-U133A_2:213200_at	2.713941467	A	2.740654822	A	2.702939386	A	2.688850216	A	2.730142509	A	2.706478808	A
Affymetrix:CompositeSequence:HG-U133A_2:213201_s_at	6.144223483	P	5.215679581	P	5.377229752	P	5.690966571	P	5.08039842	M	5.371367807	P
Affymetrix:CompositeSequence:HG-U133A_2:213202_at	2.62927226	A	2.649248364	A	2.625347472	A	2.605353603	A	2.649210557	A	2.622597881	A
Affymetrix:CompositeSequence:HG-U133A_2:213203_at	8.705522902	P	8.550917796	P	8.550821463	P	8.56736957	P	8.336730779	P	8.376115405	P
Affymetrix:CompositeSequence:HG-U133A_2:213204_at	2.611337369	A	2.630410285	A	2.891187269	A	2.567250125	A	2.635779643	A	2.612739185	A
Affymetrix:CompositeSequence:HG-U133A_2:213205_s_at	5.40489256	A	5.232617321	A	5.188541596	A	5.2082932	A	5.250833486	A	5.302439022	P
Affymetrix:CompositeSequence:HG-U133A_2:213206_at	4.83494424	P	5.292446198	P	4.925170925	P	4.399733576	P	5.033137908	P	4.918490468	P
Affymetrix:CompositeSequence:HG-U133A_2:213207_s_at	5.203260471	A	5.482269843	P	5.268638036	M	4.929785875	A	5.316200108	P	5.261821886	M
Affymetrix:CompositeSequence:HG-U133A_2:213208_at	3.171970125	A	3.522420552	M	3.901056944	M	3.345608375	A	3.619653388	M	3.503281696	A
Affymetrix:CompositeSequence:HG-U133A_2:213209_at	2.526925169	P	2.491345788	P	2.42336145	P	2.523522128	P	2.468474526	P	2.352888837	P
Affymetrix:CompositeSequence:HG-U133A_2:213210_at	3.839730091	A	3.863115033	A	3.835550127	A	3.825179191	A	3.861582865	A	3.82733135	A
Affymetrix:CompositeSequence:HG-U133A_2:213211_s_at	2.740959833	P	2.741999192	P	2.715686439	P	3.121524435	P	2.673444278	P	2.630922149	P
Affymetrix:CompositeSequence:HG-U133A_2:213212_x_at	5.084042738	P	5.210226949	P	5.1661001	P	5.12983281	P	5.582313818	P	5.13638288	P
Affymetrix:CompositeSequence:HG-U133A_2:213213_at	5.571621562	P	5.994602064	P	5.869803385	P	6.558683401	P	6.586004256	P	6.449071429	P
Affymetrix:CompositeSequence:HG-U133A_2:213214_x_at	14.15000968	P	14.1154588	P	14.02402459	P	13.94684143	P	14.03895243	P	13.98893636	P
Affymetrix:CompositeSequence:HG-U133A_2:213215_at	7.144109126	P	6.703351861	P	6.784969656	P	6.726793124	P	6.551140658	P	6.77810273	P
Affymetrix:CompositeSequence:HG-U133A_2:213216_at	3.567160541	P	3.547728759	P	3.336704615	P	3.556290532	P	3.516055795	P	3.980005939	P
Affymetrix:CompositeSequence:HG-U133A_2:213217_at	2.024837968	A	2.039092112	A	2.022948841	A	2.005705278	A	2.039844757	A	2.019339391	A
Affymetrix:CompositeSequence:HG-U133A_2:213218_at	2.811836096	P	3.538032015	P	2.920119325	P	2.535577914	P	2.828718265	A	2.767928536	P
Affymetrix:CompositeSequence:HG-U133A_2:213219_at	2.255299322	A	2.279500649	A	2.251140739	A	2.217475256	A	2.274900462	A	2.249158935	A
Affymetrix:CompositeSequence:HG-U133A_2:213220_at	9.003565053	P	8.745786591	P	8.753057546	P	8.829486056	P	8.708913911	P	8.733094762	P
Affymetrix:CompositeSequence:HG-U133A_2:213221_s_at	5.228569978	P	5.561033685	P	5.555030535	P	5.054002457	P	5.412231044	P	5.117938602	P
Affymetrix:CompositeSequence:HG-U133A_2:213222_at	2.29538121	P	2.535365736	P	2.261757684	P	2.260103208	P	2.219889354	P	2.24541025	P
Affymetrix:CompositeSequence:HG-U133A_2:213223_at	8.79804887	P	8.486205437	P	8.186175994	P	8.494716055	P	7.893378695	P	7.817980726	P
Affymetrix:CompositeSequence:HG-U133A_2:213224_s_at	7.108324827	P	6.709434289	P	6.653512299	P	6.556698456	P	6.564584516	P	6.567565409	P
Affymetrix:CompositeSequence:HG-U133A_2:213225_at	9.0760479	P	9.048919682	P	8.731691485	P	8.479280297	P	9.068507438	P	8.484643595	P
Affymetrix:CompositeSequence:HG-U133A_2:213226_at	9.609792661	P	9.53091284	P	9.400781423	P	9.276867097	P	9.885991062	P	9.21430611	P
Affymetrix:CompositeSequence:HG-U133A_2:213227_at	5.180235392	P	5.406603424	P	5.079047406	P	4.987915643	P	5.072636772	P	5.048769494	P
Affymetrix:CompositeSequence:HG-U133A_2:213228_at	5.479390978	P	8.571729188	P	9.104494714	P	5.414969374	P	8.846561322	P	9.254575263	P
Affymetrix:CompositeSequence:HG-U133A_2:213229_at	9.776624674	P	9.936906659	P	9.758270192	P	9.970136191	P	9.960887088	P	9.590981768	P
Affymetrix:CompositeSequence:HG-U133A_2:213230_at	4.87987505	A	5.346227502	M	5.239796905	A	5.030331013	A	4.925321066	A	5.045526647	A
Affymetrix:CompositeSequence:HG-U133A_2:213231_at	2.449000023	A	2.432649357	A	2.447159268	A	2.434272039	A	2.463918092	A	2.520686967	A
Affymetrix:CompositeSequence:HG-U133A_2:213232_at	1.813547773	A	1.825106593	A	1.811450106	A	1.80053661	A	1.827555508	A	1.807504283	A
Affymetrix:CompositeSequence:HG-U133A_2:213233_s_at	9.049212804	P	9.211976842	P	9.159909659	P	8.943285358	P	9.013733082	P	8.934259828	P
Affymetrix:CompositeSequence:HG-U133A_2:213234_at	3.001839459	M	3.011890443	P	2.957236871	P	2.98817527	A	3.088096577	P	2.995044462	P
Affymetrix:CompositeSequence:HG-U133A_2:213235_at	5.193607378	P	5.266498396	P	5.344200915	P	5.313000585	P	5.035330541	P	4.77285979	P
Affymetrix:CompositeSequence:HG-U133A_2:213236_at	1.749927258	A	1.760271406	A	1.745639508	A	1.736100847	A	1.762206046	A	1.742542601	A
Affymetrix:CompositeSequence:HG-U133A_2:213237_at	7.443428057	P	7.565292767	P	7.484130092	P	7.325169861	P	6.841603956	P	7.134623091	P
Affymetrix:CompositeSequence:HG-U133A_2:213238_at	3.307873353	P	2.717005562	P	2.733522076	P	3.36062556	P	2.75907366	P	2.693981862	A
Affymetrix:CompositeSequence:HG-U133A_2:213239_at	7.519441436	P	7.548995497	P	7.719610096	P	7.293619665	P	7.151048777	P	7.402346025	P
Affymetrix:CompositeSequence:HG-U133A_2:213240_s_at	2.072988844	A	2.083294119	A	2.069445478	A	2.049004717	A	2.090345946	A	2.066251909	A
Affymetrix:CompositeSequence:HG-U133A_2:213241_at	2.589440152	A	5.152917676	P	4.067125557	P	2.479213725	A	5.286499936	P	4.073484598	P
Affymetrix:CompositeSequence:HG-U133A_2:213242_x_at	7.414933746	A	7.724879311	M	7.676409723	P	7.546185569	M	7.871052559	P	7.776167846	P
Affymetrix:CompositeSequence:HG-U133A_2:213243_at	5.180921017	P	5.143657428	P	5.177001313	P	5.363400449	P	5.12322563	P	5.216026783	P
Affymetrix:CompositeSequence:HG-U133A_2:213244_at	2.307018015	P	2.310206991	A	2.300822362	A	2.276797352	A	2.311300505	A	2.299778842	A
Affymetrix:CompositeSequence:HG-U133A_2:213245_at	2.277266221	A	2.29477726	A	2.274232213	A	2.250669745	A	2.293506074	A	2.272529175	A
Affymetrix:CompositeSequence:HG-U133A_2:213246_at	9.398941571	P	9.457137657	P	9.569101872	P	9.242128099	P	9.546165191	P	9.569623407	P
Affymetrix:CompositeSequence:HG-U133A_2:213247_at	1.870926295	A	1.881849341	A	1.86813191	A	1.856835162	A	1.883095164	A	1.864749916	A
Affymetrix:CompositeSequence:HG-U133A_2:213248_at	3.304012531	A	3.340511059	A	3.080911617	A	3.239136653	A	3.670662829	A	3.347765534	A
Affymetrix:CompositeSequence:HG-U133A_2:213249_at	2.792807769	A	2.747295462	P	2.715180674	A	2.68110512	A	2.761604594	A	2.715471796	A
Affymetrix:CompositeSequence:HG-U133A_2:213250_at	2.125563292	A	2.135854005	A	2.122900301	A	2.111574954	A	2.136695093	A	2.120325577	A
Affymetrix:CompositeSequence:HG-U133A_2:213251_at	9.845035891	P	9.919768239	P	9.801300593	P	9.784355906	P	10.05707404	P	9.865944563	P
Affymetrix:CompositeSequence:HG-U133A_2:213252_at	2.407822102	A	2.424920724	A	2.399309545	A	2.393193456	A	2.423736938	A	2.404215096	A
Affymetrix:CompositeSequence:HG-U133A_2:213253_at	7.934911866	P	7.893385619	P	8.008629818	P	7.672678063	P	7.97738725	P	7.765056379	P
Affymetrix:CompositeSequence:HG-U133A_2:213254_at	4.298456531	P	4.697972621	P	4.688513309	P	4.877623218	P	4.731674147	P	4.572854096	P
Affymetrix:CompositeSequence:HG-U133A_2:213256_at	2.355074328	P	2.25046235	P	2.265206558	P	2.247652555	P	2.234158999	P	2.29757012	P
Affymetrix:CompositeSequence:HG-U133A_2:213257_at	2.16380897	A	2.181592333	P	2.161540287	A	2.143336894	A	2.17678918	P	2.158493788	P
Affymetrix:CompositeSequence:HG-U133A_2:213258_at	2.668362814	A	2.685235601	A	2.657240953	A	2.619515848	A	2.687273018	A	2.655246446	A
Affymetrix:CompositeSequence:HG-U133A_2:213259_s_at	2.261140514	A	2.272218886	A	2.257152325	A	2.247874595	A	2.273822833	A	2.252406293	A
Affymetrix:CompositeSequence:HG-U133A_2:213260_at	2.916959365	P	3.096166781	P	3.209511259	P	3.048741976	P	3.158380461	P	3.082616043	P
Affymetrix:CompositeSequence:HG-U133A_2:213261_at	1.924184123	A	1.933871144	A	1.923142374	A	1.906742484	A	1.93531921	A	1.917681102	A
Affymetrix:CompositeSequence:HG-U133A_2:213262_at	9.088804465	P	9.082185743	P	9.236396159	P	9.113810351	P	9.094128612	P	8.907455355	P
Affymetrix:CompositeSequence:HG-U133A_2:213263_s_at	7.590129673	P	7.601837072	P	7.545887809	P	7.587950846	P	7.706128321	P	7.491516683	P
Affymetrix:CompositeSequence:HG-U133A_2:213264_at	8.639954593	P	8.654357085	P	8.615186849	P	8.705677189	P	8.66371759	P	8.718719557	P
Affymetrix:CompositeSequence:HG-U133A_2:213265_at	2.05536276	A	2.074042296	A	2.058457662	A	2.041208891	A	2.074829816	A	2.054373945	A
Affymetrix:CompositeSequence:HG-U133A_2:213266_at	2.084003675	P	2.097176517	P	2.083286133	P	2.058081371	P	2.097131131	P	2.078537927	P
Affymetrix:CompositeSequence:HG-U133A_2:213267_at	2.833649919	P	2.85382934	P	2.788594177	P	2.799004064	P	2.846520856	M	2.820883607	A
Affymetrix:CompositeSequence:HG-U133A_2:213268_at	2.43957547	A	2.469615194	P	2.455864238	P	2.443698133	P	2.523261113	P	2.432271658	A
Affymetrix:CompositeSequence:HG-U133A_2:213269_at	4.06828608	A	3.987931775	P	3.961959889	P	3.936786212	P	3.809720026	P	3.955092838	P
Affymetrix:CompositeSequence:HG-U133A_2:213270_at	2.492460345	A	2.501745497	A	2.492026633	M	2.477786613	A	2.504451184	A	2.485741152	P
Affymetrix:CompositeSequence:HG-U133A_2:213271_s_at	4.08468562	P	3.663665078	P	3.608635047	A	3.690590595	M	3.626860059	M	3.74843801	P
Affymetrix:CompositeSequence:HG-U133A_2:213272_s_at	2.312653644	A	2.335010716	P	2.323639598	A	2.311261147	A	2.346941751	P	2.317846958	A
Affymetrix:CompositeSequence:HG-U133A_2:213273_at	2.303589537	A	2.321091791	A	2.293522252	A	2.269755783	A	2.32487478	A	2.293018771	A
Affymetrix:CompositeSequence:HG-U133A_2:213274_s_at	7.145671938	P	8.265169516	P	7.928399038	P	7.17027324	P	7.955892965	P	7.946179322	P
Affymetrix:CompositeSequence:HG-U133A_2:213275_x_at	9.503423427	P	10.13901796	P	10.04294512	P	9.431780803	P	10.45904117	P	10.24588788	P
Affymetrix:CompositeSequence:HG-U133A_2:213276_at	1.99979613	A	2.010474205	A	2.000771272	A	1.986679821	A	2.011439971	A	1.993916094	A
Affymetrix:CompositeSequence:HG-U133A_2:213277_at	2.386590383	A	2.406292112	A	2.381664649	A	2.355248247	A	2.407785569	A	2.379695986	A
