Scan REF	AF14.CEL	AF14.CEL	AF15.CEL	AF15.CEL	AF16.CEL	AF16.CEL	AF6.CEL	AF6.CEL	AF7.CEL	AF7.CEL	AF8.CEL	AF8.CEL
Composite Element REF	Software Unknown:GC-RMA	Unknown:Detection Call	Software Unknown:GC-RMA	Unknown:Detection Call	Software Unknown:GC-RMA	Unknown:Detection Call	Software Unknown:GC-RMA	Unknown:Detection Call	Software Unknown:GC-RMA	Unknown:Detection Call	Software Unknown:GC-RMA	Unknown:Detection Call
Affymetrix:CompositeSequence:HG-U133A_2:213278_at	3.996095636	P	4.468847701	P	4.119982453	P	4.028884084	P	4.286310399	P	4.05084012	P
Affymetrix:CompositeSequence:HG-U133A_2:213279_at	8.095775764	P	7.486120862	P	8.141692209	P	8.089055376	P	7.688268849	P	8.2670338	P
Affymetrix:CompositeSequence:HG-U133A_2:213280_at	7.380498492	P	7.333503064	P	7.307912547	P	7.43602065	P	7.330791623	M	7.299150773	P
Affymetrix:CompositeSequence:HG-U133A_2:213281_at	2.992606023	P	3.349407661	P	2.963949912	P	2.944742232	P	2.984944773	P	2.985536693	P
Affymetrix:CompositeSequence:HG-U133A_2:213282_at	8.62388791	P	8.442838212	P	8.373155529	P	8.18566407	P	8.44134817	P	8.119937558	P
Affymetrix:CompositeSequence:HG-U133A_2:213283_s_at	2.490167937	M	2.501336746	P	2.486136274	P	2.476515149	P	2.509754841	P	2.4833124	P
Affymetrix:CompositeSequence:HG-U133A_2:213284_at	2.321816021	A	2.336595001	A	2.31728937	A	2.308455919	A	2.339546819	A	2.315604753	A
Affymetrix:CompositeSequence:HG-U133A_2:213285_at	5.546837436	P	6.019833684	P	5.724969364	P	4.768874996	P	5.818004375	P	5.7445689	P
Affymetrix:CompositeSequence:HG-U133A_2:213286_at	6.029615897	P	6.310530601	P	6.174987118	P	6.258051569	P	5.997949706	P	6.14389812	P
Affymetrix:CompositeSequence:HG-U133A_2:213287_s_at	10.01772861	P	10.056382	P	10.0699613	P	9.642087408	P	10.22089671	P	9.991307843	P
Affymetrix:CompositeSequence:HG-U133A_2:213288_at	7.911515591	P	7.467170892	P	7.723827205	P	8.167842383	P	7.652183876	P	7.922599903	P
Affymetrix:CompositeSequence:HG-U133A_2:213289_at	6.387304768	P	6.618173298	P	6.332458614	P	6.747939641	P	6.439061763	P	6.203017306	P
Affymetrix:CompositeSequence:HG-U133A_2:213290_at	2.508262642	A	2.53089983	A	2.497522097	A	2.623044987	A	2.521279701	A	2.495713061	A
Affymetrix:CompositeSequence:HG-U133A_2:213291_s_at	7.870418562	P	7.890136354	P	7.90898391	P	7.549942052	P	7.720056678	P	7.598776122	P
Affymetrix:CompositeSequence:HG-U133A_2:213292_s_at	7.21813117	P	7.339640919	P	7.077287091	P	7.14869952	P	7.113505184	P	7.026297506	P
Affymetrix:CompositeSequence:HG-U133A_2:213293_s_at	2.344543036	A	2.365579515	A	2.341027759	A	2.319363137	A	2.365362626	A	2.337131249	A
Affymetrix:CompositeSequence:HG-U133A_2:213294_at	8.262242651	P	8.053838746	P	8.450348059	P	8.329345953	P	8.245376319	P	8.028391183	P
Affymetrix:CompositeSequence:HG-U133A_2:213295_at	2.818560548	P	2.784201982	P	2.705705145	P	2.759769333	P	3.070932318	P	2.743001322	P
Affymetrix:CompositeSequence:HG-U133A_2:213296_at	4.198540845	P	4.217065716	P	4.297939778	P	4.406436376	P	4.226932622	P	4.045079522	P
Affymetrix:CompositeSequence:HG-U133A_2:213297_at	4.626391705	P	4.637955462	P	4.809691295	P	4.848218831	P	4.506509497	P	4.466553538	P
Affymetrix:CompositeSequence:HG-U133A_2:213298_at	2.327936665	A	2.338622217	A	2.324167831	A	2.30943982	A	2.340533398	A	2.321985878	A
Affymetrix:CompositeSequence:HG-U133A_2:213299_at	2.463958566	A	2.482428135	A	2.542516368	P	2.435112867	A	2.479305623	A	2.452091773	A
Affymetrix:CompositeSequence:HG-U133A_2:213300_at	6.383008937	P	6.379183641	P	6.573887866	P	6.693298067	P	6.422182473	P	6.880226565	P
Affymetrix:CompositeSequence:HG-U133A_2:213301_x_at	9.668198545	P	9.800914429	P	9.802267039	P	9.43101379	P	9.586801872	P	9.387256239	P
Affymetrix:CompositeSequence:HG-U133A_2:213302_at	8.248184632	P	8.176988203	P	8.391042634	P	8.362437455	P	8.214027503	P	8.383950548	P
Affymetrix:CompositeSequence:HG-U133A_2:213303_x_at	3.955440953	A	3.846237823	M	3.841440185	A	3.887506269	A	3.89944255	A	3.894970938	P
Affymetrix:CompositeSequence:HG-U133A_2:213304_at	4.386615331	P	4.702819288	P	4.526388268	P	4.038153776	P	4.258782544	P	4.710601663	P
Affymetrix:CompositeSequence:HG-U133A_2:213305_s_at	10.52299311	P	10.33702702	P	10.48375775	P	10.37854857	P	10.22852553	P	10.4098622	P
Affymetrix:CompositeSequence:HG-U133A_2:213306_at	2.544137513	A	2.567211059	A	2.536185116	A	2.514487697	A	2.572141457	A	2.534611074	A
Affymetrix:CompositeSequence:HG-U133A_2:213307_at	1.868542683	A	1.879489585	A	1.867490666	A	1.85493267	A	1.881463298	A	1.862475445	A
Affymetrix:CompositeSequence:HG-U133A_2:213308_at	1.981104959	A	1.990522752	A	1.975813572	A	1.967702709	A	1.993150973	A	1.974601722	A
Affymetrix:CompositeSequence:HG-U133A_2:213309_at	2.375764748	A	2.390959549	A	2.3683741	A	2.342105724	A	2.395308664	A	2.367152735	A
Affymetrix:CompositeSequence:HG-U133A_2:213310_at	8.341971158	P	8.119274907	P	8.579282296	P	8.261820456	P	8.018848873	P	8.549265279	P
Affymetrix:CompositeSequence:HG-U133A_2:213311_s_at	7.665737957	P	7.71039957	P	7.957373349	P	7.974500362	P	7.764682051	P	7.752504049	P
Affymetrix:CompositeSequence:HG-U133A_2:213312_at	5.39654588	P	4.893094652	P	5.672007862	P	5.399805457	P	5.11043453	P	5.381505246	P
Affymetrix:CompositeSequence:HG-U133A_2:213313_at	7.666950507	P	6.876564083	P	7.428676613	P	7.422095513	P	6.78095794	P	7.394859085	P
Affymetrix:CompositeSequence:HG-U133A_2:213314_at	3.606169495	P	3.680976575	P	3.604910775	P	3.560663368	P	3.609659815	P	3.599666868	P
Affymetrix:CompositeSequence:HG-U133A_2:213315_x_at	8.585359575	P	8.639933472	P	8.464920801	P	8.65853563	P	8.534406571	P	8.424382695	P
Affymetrix:CompositeSequence:HG-U133A_2:213316_at	2.557619764	A	2.575635943	A	2.549850649	A	2.528020254	A	2.57244298	A	2.546401136	A
Affymetrix:CompositeSequence:HG-U133A_2:213317_at	2.829278329	P	3.269971539	P	3.195016627	P	2.734266626	P	3.818782374	P	3.21307165	P
Affymetrix:CompositeSequence:HG-U133A_2:213318_s_at	9.069982228	P	9.049157745	P	9.119124504	P	8.996880306	P	9.004769128	P	9.103663055	P
Affymetrix:CompositeSequence:HG-U133A_2:213319_s_at	2.39822853	A	2.40949887	A	2.392237831	A	2.383243716	A	2.410105917	A	2.390256169	P
Affymetrix:CompositeSequence:HG-U133A_2:213320_at	10.45632961	P	10.500589	P	10.50511327	P	9.984752641	P	10.70539455	P	10.45024785	P
Affymetrix:CompositeSequence:HG-U133A_2:213321_at	3.75285261	A	3.746547052	A	3.726253344	A	3.66156104	A	3.736972228	A	3.719522592	A
Affymetrix:CompositeSequence:HG-U133A_2:213322_at	8.165552239	P	8.379868658	P	8.390829768	P	7.684998335	P	8.129155011	P	7.881537558	P
Affymetrix:CompositeSequence:HG-U133A_2:213323_s_at	2.549799363	M	2.444440808	A	2.55076897	M	2.537660288	A	2.558006834	M	2.667339599	M
Affymetrix:CompositeSequence:HG-U133A_2:213324_at	2.172623253	A	2.193945009	A	2.161931659	A	2.168908967	A	2.195439398	A	2.295912844	A
Affymetrix:CompositeSequence:HG-U133A_2:213325_at	2.463944737	A	2.476375625	P	2.449659638	A	2.426333535	A	2.47406747	A	2.446328689	A
Affymetrix:CompositeSequence:HG-U133A_2:213326_at	4.412603717	P	4.558935838	P	4.484118387	P	5.521525037	P	4.857251741	P	5.064308644	P
Affymetrix:CompositeSequence:HG-U133A_2:213327_s_at	7.728290333	P	8.014919985	P	7.924038878	P	7.907671092	P	7.910905819	P	7.897579794	P
Affymetrix:CompositeSequence:HG-U133A_2:213328_at	2.492119645	A	2.668858542	P	2.491417197	P	2.479169658	M	2.508356861	M	2.476182432	P
Affymetrix:CompositeSequence:HG-U133A_2:213329_at	5.725487565	P	6.328135439	P	6.281790135	P	6.031571964	P	6.347003126	P	6.274922407	P
Affymetrix:CompositeSequence:HG-U133A_2:213330_s_at	11.05123396	P	11.03557283	P	11.19180376	P	11.29967082	P	11.18215507	P	11.27933536	P
Affymetrix:CompositeSequence:HG-U133A_2:213331_s_at	3.974490716	P	4.046717776	P	3.724670539	P	3.684035364	P	3.744670426	P	3.503141594	P
Affymetrix:CompositeSequence:HG-U133A_2:213332_at	2.016221876	A	2.029581043	A	2.014001877	A	2.001663677	A	2.031793156	A	2.010295838	A
Affymetrix:CompositeSequence:HG-U133A_2:213333_at	7.713957148	P	7.268291468	P	7.484610351	P	7.645692284	P	7.157426178	P	7.09036996	P
Affymetrix:CompositeSequence:HG-U133A_2:213334_x_at	8.57442333	P	8.265102545	P	8.686167825	P	8.796261496	P	8.208400977	P	8.675125567	P
Affymetrix:CompositeSequence:HG-U133A_2:213335_s_at	2.941446601	A	2.920871061	A	2.884564604	A	2.867340498	A	2.934928416	A	2.950913641	A
Affymetrix:CompositeSequence:HG-U133A_2:213336_at	5.209525271	A	5.59741047	A	5.569063936	A	5.53509862	A	5.614474711	A	5.577631731	A
Affymetrix:CompositeSequence:HG-U133A_2:213337_s_at	2.887729691	A	2.878949923	A	2.873570898	A	2.85878441	A	2.886030081	A	2.870617168	A
Affymetrix:CompositeSequence:HG-U133A_2:213338_at	5.468137812	P	5.348725912	M	5.285453225	A	5.549804318	M	5.350434924	P	5.304454758	A
Affymetrix:CompositeSequence:HG-U133A_2:213339_at	2.1079552	A	2.126697201	A	2.105533415	A	2.085912897	A	2.122688065	A	2.10241722	A
Affymetrix:CompositeSequence:HG-U133A_2:213340_s_at	2.261876389	A	2.273607103	A	2.2627888	P	2.249164976	M	2.279560131	P	2.256049194	A
Affymetrix:CompositeSequence:HG-U133A_2:213341_at	8.604803167	P	8.22422424	P	8.288364834	P	8.285801867	P	8.27153606	P	7.982317567	P
Affymetrix:CompositeSequence:HG-U133A_2:213342_at	8.64257163	P	9.10201884	P	8.883518165	P	8.6469573	P	8.897107335	P	8.859325557	P
Affymetrix:CompositeSequence:HG-U133A_2:213343_s_at	1.980854361	A	1.992009607	A	1.976149449	A	1.967248759	A	1.99330164	A	1.973217678	A
Affymetrix:CompositeSequence:HG-U133A_2:213344_s_at	3.769649108	P	4.02328008	P	4.147319526	P	3.935425038	P	3.98746183	P	3.960199535	P
Affymetrix:CompositeSequence:HG-U133A_2:213345_at	3.163330748	A	3.182150863	A	3.15438715	A	3.126466301	A	3.183210167	A	3.153014077	A
Affymetrix:CompositeSequence:HG-U133A_2:213346_at	7.85343762	P	7.819880512	P	7.902073466	P	8.1040979	P	7.963409699	P	8.11578607	P
Affymetrix:CompositeSequence:HG-U133A_2:213347_x_at	14.88287092	P	14.84970993	P	14.86653124	P	14.86982576	P	14.81465196	P	14.8287586	P
Affymetrix:CompositeSequence:HG-U133A_2:213348_at	5.220912114	P	5.395972095	P	5.46709852	P	5.699494817	P	5.810463507	P	5.636436589	P
Affymetrix:CompositeSequence:HG-U133A_2:213349_at	5.787983231	P	6.078813866	P	6.237947883	P	6.070090043	P	6.058129912	P	5.795477058	P
Affymetrix:CompositeSequence:HG-U133A_2:213350_at	7.027652472	P	7.156186767	P	6.869659903	P	7.127396437	P	7.577817415	P	6.82195163	P
Affymetrix:CompositeSequence:HG-U133A_2:213351_s_at	4.398492637	P	4.432252865	P	4.784855409	P	4.901728255	P	4.509556916	P	4.934889626	P
Affymetrix:CompositeSequence:HG-U133A_2:213352_at	2.766148167	P	2.776920433	P	3.096286	P	2.462072325	P	2.780254771	P	3.201501324	P
Affymetrix:CompositeSequence:HG-U133A_2:213353_at	4.007026025	P	4.479640289	P	3.93611813	P	4.000542814	P	4.541637832	P	4.010048422	P
Affymetrix:CompositeSequence:HG-U133A_2:213354_s_at	2.213555449	A	2.229087718	A	2.210342346	A	2.203501098	A	2.227928131	A	2.207159911	A
Affymetrix:CompositeSequence:HG-U133A_2:213355_at	2.69802949	A	2.704054268	A	2.675567846	A	2.64127458	A	2.72294858	A	2.686915457	A
Affymetrix:CompositeSequence:HG-U133A_2:213356_x_at	14.16371917	P	14.27812612	P	14.13895065	P	14.09094474	P	14.13795108	P	14.12045616	P
Affymetrix:CompositeSequence:HG-U133A_2:213357_at	8.992055364	P	9.288411725	P	9.452927606	P	9.143349874	P	9.370432124	P	9.382446928	P
Affymetrix:CompositeSequence:HG-U133A_2:213358_at	5.226115649	P	5.951399511	P	5.721862148	P	5.436360953	P	6.403645573	P	6.243456716	P
Affymetrix:CompositeSequence:HG-U133A_2:213359_at	5.732172987	P	6.200410344	P	6.524289747	P	7.261368344	P	6.807869942	P	7.303649329	P
Affymetrix:CompositeSequence:HG-U133A_2:213360_s_at	11.14069549	P	11.22216063	P	11.23888967	P	11.03709035	P	11.12730784	P	11.2486609	P
Affymetrix:CompositeSequence:HG-U133A_2:213361_at	3.330160542	M	4.510520467	P	4.506719419	P	4.220244446	P	4.602261079	P	4.767544534	P
Affymetrix:CompositeSequence:HG-U133A_2:213362_at	2.24055814	A	2.261251737	A	2.234207437	A	2.20912847	A	2.260334311	A	2.233316714	A
Affymetrix:CompositeSequence:HG-U133A_2:213363_at	2.539475112	A	2.467101845	A	2.4569124	A	2.441188872	A	2.464944549	A	2.447453371	A
Affymetrix:CompositeSequence:HG-U133A_2:213364_s_at	6.025810685	P	5.960763216	P	6.12536721	P	5.950085877	A	5.967152933	P	5.964108282	P
Affymetrix:CompositeSequence:HG-U133A_2:213365_at	8.862672236	P	8.855152572	P	8.724502399	P	8.814641353	P	8.801126896	P	8.631556828	P
Affymetrix:CompositeSequence:HG-U133A_2:213366_x_at	12.41780256	P	12.23088458	P	12.2476363	P	12.42106544	P	11.93715015	P	12.24634283	P
Affymetrix:CompositeSequence:HG-U133A_2:213367_at	2.594757043	P	2.599061595	P	2.594349594	P	3.217068946	P	2.61527494	P	3.41997886	P
Affymetrix:CompositeSequence:HG-U133A_2:213368_x_at	2.493697171	M	2.497777335	A	2.477223635	A	2.507880474	A	2.493932953	A	2.532699275	A
Affymetrix:CompositeSequence:HG-U133A_2:213369_at	2.11033771	A	2.124293865	A	2.107258549	A	2.097203876	A	2.130043426	A	2.103567906	A
Affymetrix:CompositeSequence:HG-U133A_2:213370_s_at	7.32471746	P	7.273169072	P	7.344359886	P	7.073203596	P	7.288765338	P	7.252990878	P
Affymetrix:CompositeSequence:HG-U133A_2:213371_at	2.481918974	A	2.493280356	A	2.474665807	A	2.448219858	A	2.50689599	A	2.472669206	A
Affymetrix:CompositeSequence:HG-U133A_2:213372_at	6.834907907	P	7.352019556	P	6.428077812	P	6.689277524	P	7.620387731	P	6.517508537	P
Affymetrix:CompositeSequence:HG-U133A_2:213373_s_at	8.168003704	P	8.091403503	P	7.982033516	P	8.12449108	P	8.270701186	P	7.957434674	P
Affymetrix:CompositeSequence:HG-U133A_2:213374_x_at	8.94130206	P	9.239095705	P	9.081917663	P	9.078187924	P	9.16970713	P	9.045373417	P
Affymetrix:CompositeSequence:HG-U133A_2:213375_s_at	2.457855511	A	2.473438983	A	2.444725624	A	2.426804615	A	2.477061914	A	2.444665488	A
Affymetrix:CompositeSequence:HG-U133A_2:213376_at	7.875104915	P	8.204894076	P	7.908113665	P	7.76036557	P	7.919881803	P	7.912711591	P
Affymetrix:CompositeSequence:HG-U133A_2:213377_x_at	14.24627778	P	14.28704078	P	14.22224245	P	14.22135975	P	14.20796017	P	14.24130786	P
Affymetrix:CompositeSequence:HG-U133A_2:213378_s_at	7.430866956	P	7.295492853	P	7.343407986	P	7.81347327	P	7.876641578	P	7.836360081	P
Affymetrix:CompositeSequence:HG-U133A_2:213379_at	7.901475126	P	7.709495989	P	7.881976184	P	7.572575448	P	7.602390934	P	7.512497502	P
Affymetrix:CompositeSequence:HG-U133A_2:213380_x_at	1.860307455	A	1.871004146	A	1.857872447	A	1.846759274	A	1.872449577	A	1.853730471	A
Affymetrix:CompositeSequence:HG-U133A_2:213381_at	2.227843371	A	2.24192572	A	2.226202201	A	2.211724544	A	2.241253528	A	2.222622746	A
Affymetrix:CompositeSequence:HG-U133A_2:213382_at	2.537751771	A	2.532949173	A	2.514809896	A	2.496401755	A	2.553226491	A	2.513235662	A
Affymetrix:CompositeSequence:HG-U133A_2:213383_at	2.944909039	A	2.916732688	M	2.946736213	M	3.302240362	P	2.783952959	A	3.023880257	P
Affymetrix:CompositeSequence:HG-U133A_2:213384_x_at	4.865258495	M	4.776670224	M	4.761294913	M	5.035105599	P	4.714276846	A	4.797282896	M
Affymetrix:CompositeSequence:HG-U133A_2:213385_at	4.115390057	P	4.031049644	P	3.393897635	P	3.134815545	P	3.405612011	P	3.327862479	P
Affymetrix:CompositeSequence:HG-U133A_2:213386_at	2.985925534	P	2.019396196	P	2.165713859	P	2.963427744	P	2.013227662	P	2.163843969	P
Affymetrix:CompositeSequence:HG-U133A_2:213387_at	6.496961139	P	6.665417647	P	6.46600873	P	6.142876329	P	6.224391779	P	6.017213689	P
Affymetrix:CompositeSequence:HG-U133A_2:213388_at	2.302704144	P	2.315625873	A	2.300375733	A	2.290125534	A	2.313590394	A	2.287122343	A
Affymetrix:CompositeSequence:HG-U133A_2:213389_at	4.761564546	P	4.684441546	P	4.566670309	P	4.829990359	P	4.457631439	P	4.8054747	P
Affymetrix:CompositeSequence:HG-U133A_2:213390_at	9.042113347	P	9.119373624	P	9.320373684	P	8.880626379	P	8.762411324	P	8.962446446	P
Affymetrix:CompositeSequence:HG-U133A_2:213391_at	6.94264869	P	7.340063492	P	7.377134684	P	7.122829063	P	7.217057268	P	7.207303784	P
Affymetrix:CompositeSequence:HG-U133A_2:213392_at	6.826281949	P	6.731282372	P	7.07572769	P	7.037157371	P	6.709601485	P	6.866485943	P
Affymetrix:CompositeSequence:HG-U133A_2:213393_at	4.527270583	P	4.733137759	P	4.310960662	P	4.653667724	P	4.239891471	P	3.535768979	P
Affymetrix:CompositeSequence:HG-U133A_2:213394_at	3.026828312	A	3.035303187	A	3.024047939	A	3.122109938	A	2.87820645	A	3.019698258	A
Affymetrix:CompositeSequence:HG-U133A_2:213395_at	1.946267261	A	1.960045814	A	1.944147683	A	1.931429419	A	1.960633879	A	1.939041152	A
Affymetrix:CompositeSequence:HG-U133A_2:213396_s_at	6.919752221	P	6.590664228	P	6.449396015	P	6.665122192	P	6.474801476	P	6.558850647	P
Affymetrix:CompositeSequence:HG-U133A_2:213397_x_at	2.594322881	A	2.606100628	M	2.645902911	A	2.580161099	A	2.61456679	A	2.588851705	A
Affymetrix:CompositeSequence:HG-U133A_2:213398_s_at	8.054814833	P	7.935447906	P	8.013446099	P	8.110968067	P	8.158963352	P	8.069025248	P
Affymetrix:CompositeSequence:HG-U133A_2:213399_x_at	12.26359225	P	12.28423183	P	12.26113849	P	12.39085873	P	12.240562	P	12.32714716	P
Affymetrix:CompositeSequence:HG-U133A_2:213400_s_at	7.024473243	P	6.627420295	P	6.9541085	P	6.712358983	P	6.560708795	P	6.619015569	P
Affymetrix:CompositeSequence:HG-U133A_2:213401_s_at	2.09013248	A	2.119016042	A	2.101901664	A	2.096051222	P	2.119631423	A	2.119488398	A
Affymetrix:CompositeSequence:HG-U133A_2:213402_at	7.266197924	P	6.71976646	P	6.930295947	P	6.891308919	P	6.825696465	P	6.823588628	P
Affymetrix:CompositeSequence:HG-U133A_2:213403_at	3.6987136	P	3.976086014	P	3.6426369	P	4.045141868	P	3.711185795	P	3.420390542	P
Affymetrix:CompositeSequence:HG-U133A_2:213404_s_at	10.74093456	P	10.82031543	P	10.77499825	P	10.64865464	P	11.32570703	P	10.67665019	P
Affymetrix:CompositeSequence:HG-U133A_2:213405_at	7.196663971	P	7.251010972	P	6.451369377	P	7.414171346	P	7.422759622	P	6.720895835	P
Affymetrix:CompositeSequence:HG-U133A_2:213406_at	2.288087544	P	2.297439951	P	2.288523023	P	2.259089135	M	2.31004488	P	2.268885139	A
Affymetrix:CompositeSequence:HG-U133A_2:213407_at	2.591798989	P	2.57705652	P	2.476241261	P	2.782990638	P	2.579348219	P	2.525958049	P
Affymetrix:CompositeSequence:HG-U133A_2:213408_s_at	8.244926674	P	8.234733416	P	8.119664397	P	8.372351802	P	8.274273628	P	8.307321657	P
Affymetrix:CompositeSequence:HG-U133A_2:213409_s_at	3.146332234	P	3.136127396	P	3.09175508	P	3.112302863	P	3.196129414	P	2.951614392	P
Affymetrix:CompositeSequence:HG-U133A_2:213410_at	8.236129762	P	8.545889173	P	8.460215098	P	8.578627152	P	8.654815414	P	8.564960075	P
Affymetrix:CompositeSequence:HG-U133A_2:213411_at	2.279953485	M	2.336065884	P	2.54507076	P	2.295136402	A	2.291817927	A	2.262671579	A
Affymetrix:CompositeSequence:HG-U133A_2:213412_at	2.265756354	A	2.280068178	A	2.265009112	A	2.242047128	A	2.280975048	A	2.261982803	A
Affymetrix:CompositeSequence:HG-U133A_2:213413_at	2.039064691	A	2.045796186	A	2.034243186	A	2.003861925	A	2.047347882	A	2.02803033	A
Affymetrix:CompositeSequence:HG-U133A_2:213414_s_at	15.12210405	P	15.05864311	P	15.12456375	P	15.1743348	P	15.04105228	P	15.18120828	P
Affymetrix:CompositeSequence:HG-U133A_2:213415_at	2.395427066	A	2.416510351	A	2.385049039	A	2.365568532	A	2.417030691	A	2.386495515	A
Affymetrix:CompositeSequence:HG-U133A_2:213416_at	2.288361335	A	2.304070985	A	2.279546699	A	2.254118179	A	2.304611133	A	2.280379306	A
Affymetrix:CompositeSequence:HG-U133A_2:213417_at	2.361745487	A	2.374036917	A	2.357168494	A	2.338573661	A	2.37346679	A	2.3547837	A
Affymetrix:CompositeSequence:HG-U133A_2:213418_at	2.528092314	A	2.551734529	A	2.536760228	A	2.62240509	A	2.54982417	A	2.522597576	A
Affymetrix:CompositeSequence:HG-U133A_2:213419_at	4.243761427	P	4.023348578	P	4.223653559	P	5.005631009	P	4.256201479	P	4.268952744	P
Affymetrix:CompositeSequence:HG-U133A_2:213420_at	7.028836477	P	6.710728196	P	6.693916555	P	6.617474526	P	7.073929206	P	6.679027993	P
Affymetrix:CompositeSequence:HG-U133A_2:213421_x_at	10.40205368	P	10.95139519	P	10.88495623	P	10.842177	P	11.12810632	P	11.23251926	P
Affymetrix:CompositeSequence:HG-U133A_2:213422_s_at	2.069357462	A	2.079961251	A	2.073914272	A	2.056591056	A	2.073875001	A	2.065899527	A
Affymetrix:CompositeSequence:HG-U133A_2:213423_x_at	1.943998433	A	1.958377926	A	1.942355835	A	1.929608649	A	1.958766383	A	1.937832759	A
Affymetrix:CompositeSequence:HG-U133A_2:213424_at	7.484527305	P	7.900439481	P	7.573113317	P	7.201819177	P	7.843365116	P	7.256265004	P
Affymetrix:CompositeSequence:HG-U133A_2:213425_at	2.801027503	A	2.813655765	A	2.788996078	A	2.755979486	A	2.826145444	A	2.792278338	A
Affymetrix:CompositeSequence:HG-U133A_2:213426_s_at	2.363771615	A	2.374461795	M	2.364374914	M	2.335745144	A	2.37625727	M	2.358383044	A
Affymetrix:CompositeSequence:HG-U133A_2:213427_at	8.388883648	P	8.267823781	P	8.492711521	P	8.658431772	P	8.231887099	P	8.544305175	P
Affymetrix:CompositeSequence:HG-U133A_2:213428_s_at	4.825583936	P	3.233711792	P	3.217325159	P	3.995308085	P	3.063370643	P	3.226113924	P
Affymetrix:CompositeSequence:HG-U133A_2:213429_at	4.030223448	P	3.775356946	P	3.703920138	P	3.767423252	P	3.777613817	P	3.694085121	P
Affymetrix:CompositeSequence:HG-U133A_2:213430_at	3.006570738	A	3.009731842	M	2.979494222	A	2.942815385	A	3.019051478	M	3.006068997	A
Affymetrix:CompositeSequence:HG-U133A_2:213431_x_at	4.14280879	A	3.848653609	A	4.141926759	A	4.13182592	A	4.157478955	A	4.158690641	A
Affymetrix:CompositeSequence:HG-U133A_2:213432_at	2.383602089	A	2.396025089	A	2.375711752	A	2.365615523	A	2.397039164	A	2.378438478	A
Affymetrix:CompositeSequence:HG-U133A_2:213433_at	2.259594939	M	2.270471486	P	2.256911416	A	2.251106117	M	2.282505035	P	2.253382306	A
Affymetrix:CompositeSequence:HG-U133A_2:213434_at	5.660328554	P	6.007649096	P	6.196216409	P	6.505435873	P	6.077971797	P	6.542850324	P
Affymetrix:CompositeSequence:HG-U133A_2:213435_at	6.994831018	P	6.889167359	P	6.981198787	P	7.043754234	P	6.91868193	P	6.989261377	P
Affymetrix:CompositeSequence:HG-U133A_2:213436_at	2.582900916	A	2.604891523	P	2.580322008	P	2.554883852	P	2.606707161	P	2.577316734	M
Affymetrix:CompositeSequence:HG-U133A_2:213437_at	2.35430758	A	2.37993055	A	2.347058615	A	2.323212081	A	2.367702296	A	2.35725131	A
